Species,number,sex,m1 md,m2 md,m3 md,m1 bl tri,m1 bl tal,m2 bl tri,m2 bl tal,m3 bl tri,m3 bl tal
Cercopithecus_wolfi_wolfi,RG67674,M,5.25,5.75,5.75,3.88,3.88,4.88,4.75,5,4.25
Cercopithecus_wolfi_wolfi,RG7623,M,5.75,6.5,6.38,4,4.38,5.13,5,4.88,4.38
Cercopithecus_wolfi_wolfi,RG7622,M,5.63,6,5.88,4.38,4.5,5.88,5.5,5.5,4.5
Cercopithecus_wolfi_wolfi,RG7621,M,5.13,5.63,5.75,3.88,4,5,4.88,5,4.25
Cercopithecus_wolfi_wolfi,RG6949,M,5.5,5.75,5.75,4.13,4.38,5.13,5.13,5.13,4.5
Cercopithecus_wolfi_wolfi,RG6948,M,5.25,5.75,5.63,4.13,4.13,4.88,5.38,4.88,4.25
Cercopithecus_wolfi_wolfi,RG8088,M,5.5,6,5.88,4.13,4.25,5.5,5.25,5.38,4.25
Cercopithecus_wolfi_wolfi,RG8091,M,5.25,5.63,5.5,3.63,3.63,4.88,4.75,4.63,3.88
Cercopithecus_wolfi_wolfi,RG8117,M,5.25,5.63,5.5,4.13,4.13,5.13,5,4.75,4.13
Cercopithecus_wolfi_wolfi,RG8144,M,5.25,5.63,5.75,4,4,5.25,4.75,5.13,4.13
Cercopithecus_wolfi_wolfi,RG5666,M,5.5,6,6.25,4,4.13,4.88,4.88,4.5,4
Cercocebus_agilis_agilis,RG986,?,7.5,8.63,8.25,6.88,6.75,8.63,8,7.88,7.25
Cercocebus_agilis_agilis,RG10095,?,7.25,8.13,8.63,6.75,6.25,7.63,7.25,7.13,6.38
Cercocebus_agilis_agilis,RG10235,?,7.13,7.88,8.25,5.88,5.75,7.13,6.44,6.88,5.75
Cercocebus_agilis_agilis,RG10237,?,6.88,7.5,8.75,6.13,6.25,7.5,7,6.88,6.38
Cercocebus_agilis_agilis,RG10238,?,7.25,8.25,9.38,6.38,6.25,7.88,8,7.38,6.63
Cercocebus_agilis_agilis,RG10239,?,7,7.5,8.63,5.75,5.75,7,7,6.63,5.88
Cercocebus_agilis_agilis,RG10750,?,7.13,8.13,8.88,6.25,,7.63,,7.13,
Cercocebus_agilis_agilis,RG8373,F,7,7.88,8.63,6.25,6.13,7.13,7,6.75,6
Cercocebus_agilis_agilis,RG8381,F,7,8.25,8.88,6.63,6.5,7.5,7,7.13,6.38
Cercocebus_agilis_agilis,RG12342,F,7,7.75,8.5,6,5.88,7.13,6.88,6.38,6
Cercocebus_agilis_agilis,52661,F,7.25,8.25,9.25,6.25,6,7.63,7.13,7,6.38
Cercocebus_agilis_agilis,52657,F,7.38,8.25,9.25,6.13,6.13,7,6.5,7,6.5
Cercocebus_agilis_agilis,52655,F,7.38,8.13,7.63,6.63,6.25,7.75,7.25,7.25,6.5
Cercocebus_agilis_agilis,RG8314,M,7.38,8.5,9.13,6.5,6.63,7.88,7.5,7.63,6.88
Cercocebus_agilis_agilis,RG8349,M,7.13,8.38,8.88,6.38,6.13,7.88,8.25,7.25,6.38
Cercocebus_agilis_agilis,RG8380,M,6.75,7.75,7.75,6.38,6.13,7.88,7.5,7.25,6.38
Cercocebus_agilis_agilis,RG25490,M,,,,,,,,,
Cercocebus_agilis_agilis,52665,M,7.63,8.63,,6.88,6.5,8.13,7.38,7.75,6.63
Cercocebus_agilis_agilis,52666,M,7.63,8.38,8,6.75,6.88,8.63,8,7.38,6.5
Cercocebus_agilis_agilis,52663,M,7.63,8.88,7.88,7.13,7.25,9,6.75,8.13,7.38
Cercocebus_agilis_agilis,189378,M,7.75,8.63,9.75,6.5,6.63,7.88,7,7.75,6.88
Cercocebus_agilis_agilis,81250,M,7.5,8.38,8.75,6.63,6.63,7.88,7.75,7.38,6.63
Cercocebus_agilis_agilis,52641,M,7.75,8.25,8.88,7,6.63,8.13,7.5,7.63,6.5
Cercocebus_agilis_agilis,52637,M,7.5,8.63,8.5,6.75,6.38,7.63,,7.88,
Lophocebus_albigena_aterrimus,RG34479,?,6.25,7.13,7.63,5,5,6.13,6.25,5.63,5
Lophocebus_albigena_aterrimus,RG10528,?,6.88,7.63,8,5.5,5.5,6.5,6.38,6.13,5.63
Lophocebus_albigena_aterrimus,RG14628,?,6.13,6.75,8.13,5.13,5.13,6,6,5.88,5.25
Lophocebus_albigena_aterrimus,RG14625,?,7.13,7.75,9.13,5.25,5.25,6.63,6.38,6.5,5.63
Lophocebus_albigena_aterrimus,RG9668,?,6.13,7.13,7.25,4.88,4.88,6.25,6,6.13,5.38
Lophocebus_albigena_aterrimus,RG8112,?,6.63,7.5,8.5,5.38,5.63,6.63,6.38,6.5,5.38
Lophocebus_albigena_aterrimus,RG6907,?,7.25,8,9.25,5.63,5.88,6.63,6.63,6.38,5.75
Lophocebus_albigena_aterrimus,RG15432,?,6.75,7.25,8.13,5.5,5.88,7,7.38,6.5,5.88
Lophocebus_albigena_aterrimus,RG15438,?,6.63,7.38,8.38,6,5.88,6.88,6.63,6.5,5.38
Lophocebus_albigena_aterrimus,RG15439,?,7.38,7.75,8.88,6,6,7.25,7,6.88,5.88
Lophocebus_albigena_aterrimus,RG34478,F,6.5,6.75,7.5,5.13,5,6,5.75,5.75,5
Lophocebus_albigena_aterrimus,RG34487,F,6.38,6.88,8,4.88,5.25,6,6.25,5.75,5.25
Lophocebus_albigena_aterrimus,RG34488,F,6.75,7.5,8,5.75,5.63,7.25,7,6.38,5.63
Lophocebus_albigena_aterrimus,RG14109,F,6.63,7.38,8.5,5.38,5.38,6.5,6.63,6.38,5.63
Lophocebus_albigena_aterrimus,RG7625,F,6.63,7.25,7,5.5,5.5,6.63,6.88,6,5.13
Lophocebus_albigena_aterrimus,RG9638,F,6.5,6.75,7.75,5,5.13,5.75,6,5.75,5.5
Lophocebus_albigena_aterrimus,RG9666,F,6.13,6.63,7.5,4.88,5,5.75,6,5.63,5.25
Lophocebus_albigena_aterrimus,RG10520,F,6.25,7,8,5.25,5.13,6.25,6.25,6,5.38
Lophocebus_albigena_aterrimus,RG10581,F,6.63,6.88,7.75,5,5,5.88,6,5.88,5
Lophocebus_albigena_aterrimus,RG10518,F,5.63,6.5,6.5,5,5.13,6,6,5.63,4.63
Lophocebus_albigena_aterrimus,RG19706,F,7,7.38,9.13,5.88,5.88,7.25,7,6.5,5.75
Lophocebus_albigena_aterrimus,RG15424,F,6.75,7.25,8,5.5,5.25,6.5,6.5,6.25,5.38
Lophocebus_albigena_aterrimus,RG15436,F,6.25,7,7.5,5.25,5.38,6.13,6.25,5.88,5.25
Lophocebus_albigena_aterrimus,RG15527,F,6.5,7.13,7.88,5.25,5.38,6.5,7,6.13,5.38
Lophocebus_albigena_aterrimus,RG5695,F,6.25,7.13,7.63,5.25,5.25,6,5.88,5.63,4.88
Lophocebus_albigena_aterrimus,RG19563,F,6.88,7.25,8,5.63,5.75,6.75,7,6.5,5.75
Lophocebus_albigena_aterrimus,RG19562,F,6.63,7.13,8,5.5,5.38,6.5,6.25,6.25,5.38
Lophocebus_albigena_aterrimus,RG10524,M,6.63,7.38,8,5.38,5.5,6.38,6.25,6,5.38
Lophocebus_albigena_aterrimus,RG14111,M,6.63,7.38,9.13,5.5,5.25,6.75,6.38,6.88,5.5
Lophocebus_albigena_aterrimus,RG10583,M,6.5,7.25,8.38,5.38,5.38,6.63,6.5,6.5,5.63
Lophocebus_albigena_aterrimus,RG10522,M,6.5,7.25,8.5,5.5,5.63,6.75,6.63,6.63,6
Lophocebus_albigena_aterrimus,RG10587,M,7,7.88,8.13,6.13,5.63,7.38,6.38,6.63,5.25
Lophocebus_albigena_aterrimus,RG8133,M,7.13,8.38,9.5,5.5,5.88,6.38,6.63,6.38,5.38
Lophocebus_albigena_aterrimus,RG9667,M,6.88,7.75,7.25,6,6,7.38,7.25,6.63,5.38
Lophocebus_albigena_aterrimus,RG9665,M,6.75,7.75,8.5,6,5.88,7.25,7,7.13,6.25
Lophocebus_albigena_aterrimus,RG9664,M,6.38,6.88,8.13,5.13,5.13,6.38,6.13,5.88,5.25
Lophocebus_albigena_aterrimus,RG8120,M,7,7.75,6.88,5.75,5.88,6.75,6.63,6.38,5.25
Lophocebus_albigena_aterrimus,RG6909,M,6.13,7.25,8.38,5.38,5.5,6.38,6.38,6.38,5.63
Lophocebus_albigena_aterrimus,RG15529,M,6.75,7.25,7.88,5.5,5.38,6.5,6,6,5
Lophocebus_albigena_aterrimus,RG15428,M,7.13,7.63,7.88,5.75,6.13,7,7.13,6.63,6
Lophocebus_albigena_aterrimus,RG15430,M,7.25,7.75,7.5,5.88,5.63,6.88,6.25,6.5,5.25
Lophocebus_albigena_aterrimus,RG15435,M,6.75,7.63,8.75,5.63,5.5,7.13,6.75,6.25,5.5
Lophocebus_albigena_aterrimus,RG17376,M,6.88,7.88,7.63,6.13,5.88,7.63,6.88,7.13,5.5
Lophocebus_albigena_aterrimus,RG15530,M,6.75,7.5,8.13,5.38,5.25,6.88,6.63,6.25,5.13
Lophocebus_albigena_aterrimus,RG15531,M,7,8,8.38,5.63,5.75,6.88,7,6.25,5.5
Lophocebus_albigena_aterrimus,RG15528,M,6.88,7.5,8.63,5.63,5.75,7,6.75,6.5,6.13
Lophocebus_albigena_aterrimus,RG20872,M,6.75,7.38,8.5,5.75,5.88,6.88,6.88,6.5,5.25
Lophocebus_albigena_aterrimus,RG19564,M,7,7.38,8.38,5.63,5.75,6.63,6.5,6.13,5.38
Lophocebus_albigena_johnstoni,RG9463,?,6.88,7.5,7.13,5.5,5.88,6.63,6.38,6.25,5
Lophocebus_albigena_johnstoni,RG10229,?,6.75,7.5,8.13,5.75,5.75,6.75,6.5,6.38,5.5
Lophocebus_albigena_johnstoni,RG10094,?,7,7.88,8.13,5.75,5.75,7,6.5,6.38,5.13
Lophocebus_albigena_johnstoni,RG10417,?,6.5,7.25,8.13,5.38,5.5,6.5,6.38,6.25,5.5
Lophocebus_albigena_johnstoni,RG10418,?,6.63,7.25,8.63,5.25,5.5,6.38,6.13,6,5.38
Lophocebus_albigena_johnstoni,RG10449,?,7,7.75,7.5,5.75,6.13,7.13,7,6.75,5.75
Lophocebus_albigena_johnstoni,RG10751,?,6.63,7.38,7.88,5.75,5.75,7,6.5,6.38,5.5
Lophocebus_albigena_johnstoni,RG10446,?,6.75,7.63,7.38,5.63,5.88,6.88,6.63,6.5,5.63
Lophocebus_albigena_johnstoni,RG10230,?,7.38,7.75,8.88,6.25,6.13,7.38,7.25,6.88,6
Lophocebus_albigena_johnstoni,RG12350,F,6.75,7.13,7.88,5.5,5.63,6.75,6.13,6.13,5
Lophocebus_albigena_johnstoni,RG8378,F,6.75,7.5,8,5.38,5.63,6.63,6.38,6.13,5.63
Lophocebus_albigena_johnstoni,RG8362,F,6.38,7,7.5,5.13,5.38,6.25,6,6,5.5
Lophocebus_albigena_johnstoni,RG8320,F,6.38,7,7.75,5.5,5.38,6.25,5.75,6.25,5.25
Lophocebus_albigena_johnstoni,52598,M,7,8,7.63,5.88,6.13,6.88,6.25,6.5,5.38
Lophocebus_albigena_johnstoni,52599,M,6.75,7.38,8.25,5.75,5.88,7.13,6.75,6.75,5.63
Lophocebus_albigena_johnstoni,52603,M,7.13,7.88,7.63,5.5,5.75,6.25,5.88,6,4.75
Lophocebus_albigena_johnstoni,RG12349,M,7.13,7.63,7.75,5.5,5.75,6.75,6.38,6.38,5.25
Lophocebus_albigena_johnstoni,RG8385,M,6.75,7.38,8,5.5,5.5,6.38,5.75,6,5.13
Lophocebus_albigena_johnstoni,RG10420,M,7.13,7.75,7.63,5.63,5.63,6.75,6.5,6.63,5.38
Lophocebus_albigena_johnstoni,RG13726,M,7,8.13,8.5,6.13,6.25,7.38,7.13,7.25,5.88
Lophocebus_albigena_johnstoni,RG13987,M,7.13,8.13,8.38,5.38,5.5,6.38,6.13,6.38,5.5
Cercocebus_galeritus,23.10.15.3,F,6.75,7.37,7.75,5.5,5.37,6.62,5.87,6,5.12
Cercocebus_torquatus_atys,7344,F,7.87,8.5,9.87,6.37,6.37,7.25,7.37,7.12,7.25
Cercocebus_torquatus_atys,7363,F,8,8.62,10.25,7.12,7.25,9,8.12,8.5,7.5
Cercocebus_torquatus_atys,7345,F,7.25,7.87,9.5,6.25,6.25,7.12,7.5,6.75,6.37
Cercocebus_torquatus_atys,6977,F,7.75,8.12,9.25,,6.62,7.62,7.12,7.25,6.5
Cercocebus_torquatus_atys,6973,F,7.25,8.37,9.62,6.37,6.25,7.75,7.37,7.25,6.37
Cercocebus_torquatus_atys,6971,F,7.5,8.25,9.5,7,,8.12,7.62,7.75,7.25
Cercocebus_torquatus_atys,7387,F,7.87,8.12,9.37,6.37,6.12,7.62,6.75,7.37,6.87
Cercocebus_torquatus_atys,7383,F,7.25,8.37,8,6.62,6.5,7.5,7.25,7,6.5
Cercocebus_torquatus_atys,7382,F,7.62,8.5,9.12,6,6,7.87,7.37,7.25,6.37
Cercocebus_torquatus_atys,7389,F,7.5,8,9,5.87,5.87,6.87,6.37,6.75,6.25
Cercocebus_torquatus_atys,7373,F,7.75,8.62,8.62,6.5,6.37,7.87,7.5,7.75,6.87
Cercocebus_torquatus_atys,6334,F,7.37,8.5,10,6.25,6.12,7.5,7.37,7.5,7.12
Cercocebus_torquatus_atys,6342,F,7.75,8.75,10.5,6.5,6.37,8,7.37,8,7.37
Cercocebus_torquatus_atys,6331,F,7.5,8.37,10.12,6.25,6.62,7.62,7.5,7.25,6.5
Cercocebus_torquatus_atys,6349,F,7.87,8.75,9.75,6.25,6.75,7.87,7.62,7.62,7
Cercocebus_torquatus_atys,6348,F,7.12,8.37,9.12,6.25,6.37,7.5,7.37,7.25,7
Cercocebus_torquatus_atys,6339,F,7.62,8.5,9.87,6.37,6.25,7.37,7.37,7.12,6.75
Cercocebus_torquatus_atys,6336,F,8,8.75,9,6.37,6.62,7.25,7.37,7,6.87
Cercocebus_torquatus_atys,5925,F,8,8.37,9.5,6.75,6.75,7.87,7.5,7.5,6.62
Cercocebus_torquatus_atys,5936,F,7.62,8.37,10.12,6.62,6.87,8,7.75,7.75,6.75
Cercocebus_torquatus_atys,7419,M,8.12,8.62,9.75,6.62,6.5,7.62,7.37,7.37,7.25
Cercocebus_torquatus_atys,7422,M,7.87,8.37,10,6.62,6.75,8.25,7.5,7.62,7
Cercocebus_torquatus_atys,7417,M,8.12,9.12,10.75,6.5,6.12,7.25,7.12,7.37,6.75
Cercocebus_torquatus_atys,6374,M,8.37,8.87,11,7.12,6.75,8.5,8.25,8,7.12
Cercocebus_torquatus_atys,6369,M,7.62,8.25,9.12,6.5,6.5,7.62,7.25,7.62,6.62
Cercocebus_torquatus_atys,6368,M,8.25,8.62,10.37,6.75,6.75,8,7.87,,
Cercocebus_torquatus_atys,7583,M,7.75,8.37,10,6.25,6.37,6.75,6.87,6.62,6.5
Cercocebus_torquatus_atys,7438,M,8,8.75,9.75,6.87,6.75,7.75,8,7.87,7.37
Cercocebus_torquatus_atys,7406,M,7.5,8.5,9.25,6,6.25,7.37,7.5,6.75,6.75
Cercocebus_torquatus_atys,7405,M,8.25,9,10.75,7,7.12,8.5,8.25,8,7.5
Cercocebus_torquatus_atys,7403,M,7.87,9.12,9,6.5,6.25,7.75,7.5,7.37,6.87
Cercocebus_torquatus_atys,7407,M,8,8.75,10.62,6.75,6.5,7.5,7.12,7.87,7.12
Cercocebus_torquatus_atys,7404,M,8.25,8.75,10.37,7.12,7.12,8.12,7.87,7.62,7
Cercocebus_torquatus_atys,7398,M,8.12,8.62,10.37,6.25,6.37,7.5,6.87,7.25,7
Cercocebus_torquatus_atys,7396,M,7.87,8.5,10,6.5,6.25,7.25,6.87,7.12,6.62
Cercocebus_torquatus_atys,7399,M,7.62,8.5,10.25,6.5,6.37,7.5,7.37,7.37,6.87
Cercocebus_torquatus_atys,6354,M,8.5,9.25,11,7,7,8.25,8.12,7.87,7.37
Cercocebus_torquatus_atys,6357,M,9,9.75,10.75,7.37,7.37,8.62,8.37,8.62,8.12
Cercocebus_torquatus_atys,6356,M,8.5,9.37,11.5,7.5,7.62,9.12,8,8.25,7.12
Erythrocebus_patas,1970-417,F,6.12,7.12,7,4.62,4.75,5.5,5.75,5.25,4.75
Erythrocebus_patas,47018,F,6.87,7.87,7.5,5,5.37,6.25,6.25,6.12,5.37
Erythrocebus_patas,23.1,F,5.75,6.88,7.25,4.88,5,,5.5,6,5.38
Erythrocebus_patas,,F,7.25,8.38,,5.25,5.25,6.38,5.75,,
Erythrocebus_patas,,F,7.12,7.88,7.5,5.25,5.38,6.25,6.13,6,5.63
Erythrocebus_patas,1964.2021,F,6.88,7.75,7,4.88,5.13,6.25,6,5.63,5
Erythrocebus_patas,,F,7,7.75,7.5,5.25,5.13,6,5.63,5.88,5.25
Erythrocebus_patas,,F,6.13,7.25,7.13,4.88,4.88,6.13,5.88,5.75,5.25
Erythrocebus_patas,34709,F,7,7.75,7.13,5.25,5.13,6.13,5.63,5.88,4.88
Erythrocebus_patas,31.12,F,6.38,7.63,8,5.38,5.5,6.75,6.63,7,6.25
Erythrocebus_patas,A613242,M,7,8.5,8.37,5.37,5.5,6.87,6.5,6.5,5.75
Erythrocebus_patas,A640295,M,6.75,8.12,8,5.37,5.37,6.5,6.12,6.12,5.37
Erythrocebus_patas,A630446,M,7.25,8.25,8.12,5.62,5.75,6.62,6.5,6.12,5.75
Erythrocebus_patas,A80.3,M,7.25,8,7.75,5.37,5.62,6.5,6.5,6,5.5
Erythrocebus_patas,7527,M,6.5,7,7.12,4.5,4.5,5.62,5.5,5.62,4.87
Erythrocebus_patas,33100,M,6.87,8,7.75,,,6.12,5.75,5.75,5
Erythrocebus_patas,34530,M,,7.75,7.75,,,,6.5,5.87,
Erythrocebus_patas,47016,M,7.62,8.62,7.62,5.12,5.25,6.5,6.37,6,5.37
Erythrocebus_patas,47015,M,7.25,8.37,8,5.37,5.5,6.62,6.12,6.37,5.37
Erythrocebus_patas,27555,M,6.5,7.37,7.25,4.62,4.75,,5.62,5.37,4.75
Erythrocebus_patas,,M,7.63,9,8.13,5.5,5.62,6.5,6.25,6.25,5.75
Erythrocebus_patas,,M,6.88,8.63,8.38,,,6.75,6.38,6.75,5.88
Erythrocebus_patas,,M,7.25,8.38,8.25,5.13,5.13,6.25,5.75,6.25,5.25
Erythrocebus_patas,410882,M,6.5,8,7.75,4.88,5.25,6,6.13,6,5.38
Erythrocebus_patas,379735,M,6.75,7.88,8,5.25,5.25,,6.13,6.13,5.63
Erythrocebus_patas,164684,M,7.13,8.13,8,,,6,,6.13,5.25
Erythrocebus_patas,173009,M,7.13,8.38,7.88,5.5,5.25,,,6.25,5.13
Erythrocebus_patas,173010,M,6.88,7.63,7.63,5.25,5.25,5.25,5.75,6,5.13
Erythrocebus_patas,31.4,M,7.13,8.25,8.25,5.38,5.63,6.5,6.63,6.63,5.88
Erythrocebus_patas,11.1,M,6.75,7.88,7.88,5.25,5.13,6.38,5.88,6.25,5.25
Erythrocebus_patas,,M,6.63,7.75,7.63,5.13,5.25,6.25,5.75,6,5.25
Erythrocebus_patas,34713,M,7.13,8,8,5.63,5.5,7.13,6.25,6.75,5.5
Erythrocebus_patas,52576,M,7.5,8.88,8.25,5.75,6,7,7.25,6.5,6.38
Erythrocebus_patas,76014,M,7.25,8.13,8.13,5.38,5.75,,6.63,6.25,5.5
Erythrocebus_patas,,M,7.38,8.13,7.88,5.38,5.5,6.5,6.38,6.38,5.5
Erythrocebus_patas,23.1,M,7.13,7.88,7.88,5.63,5.75,6.63,6.63,6.5,5.88
Erythrocebus_patas,34.6,M,,8.25,8,5.75,5.75,7.38,6.63,6.88,5.88
Erythrocebus_patas,7.7,M,6.38,7.88,,5.13,,6.63,6.38,,
Gorilla_gorilla_gorilla,B-1907,F,15.87,17.37,17.75,13.12,13,14.75,14.75,14.87,14.5
Gorilla_gorilla_gorilla,B-1912,F,16.12,17.62,15.37,14.5,,15.12,14.62,13,12.12
Gorilla_gorilla_gorilla,B-1913,F,16.12,17.62,16.5,14.37,14.12,,14.75,13.37,12.75
Gorilla_gorilla_gorilla,B-1892,F,16,16.37,16.5,13.62,13.87,14.5,14.75,13,12.62
Gorilla_gorilla_gorilla,B-1897,F,16.87,18.12,17.75,14.5,13.5,15.75,14.75,13.37,12.62
Gorilla_gorilla_gorilla,B-1794,F,14,16.62,16.25,12.12,12.25,14.37,14.87,13.62,12.37
Gorilla_gorilla_gorilla,B-1846,F,14.87,16,16,13,13,13.12,13.12,13.25,12.75
Gorilla_gorilla_gorilla,B-1876,F,14.37,16.5,16.25,13.75,13.12,15.25,14.5,13.87,13.75
Gorilla_gorilla_gorilla,B-1398,F,15.37,16.75,17.12,12.62,13.37,14.62,14.62,14.5,13.87
Gorilla_gorilla_gorilla,B-1399,F,15.5,17.12,16.5,13,12.62,,13.87,14.12,11.75
Gorilla_gorilla_gorilla,B-1400,F,15.87,16.5,16.75,13.75,13.37,14.5,13.75,14.25,12.87
Gorilla_gorilla_gorilla,B-1423,F,14,15.12,14.87,12.62,11.87,,12.75,13.25,12
Gorilla_gorilla_gorilla,B-1422,F,16,16.87,18.37,14,13.75,14.87,15,13.87,13.12
Gorilla_gorilla_gorilla,B-1419,F,15.12,16.62,16.37,13.37,13.25,14.5,14,14.37,14.25
Gorilla_gorilla_gorilla,B-1704,F,15.25,17.25,16.75,13,12.87,14.37,14.75,14.87,12.87
Gorilla_gorilla_gorilla,B-1690,F,16,17.75,17.5,13.5,,15.25,14,15.5,12.62
Gorilla_gorilla_gorilla,B-1710,F,13.75,15.12,14.37,11.5,11.75,13.37,12.87,12.87,11.37
Gorilla_gorilla_gorilla,B-1725,F,14.87,16.25,16.25,14.25,14.12,15,14.87,15.37,13.37
Gorilla_gorilla_gorilla,B-1764,F,14.25,15.37,15.25,12.25,12.25,13.5,13,11.87,11.87
Gorilla_gorilla_gorilla,B-1756,F,15,15.75,16.12,12.12,12,13.87,13.62,13.87,13
Gorilla_gorilla_gorilla,B-1402,M,17,17.75,17.87,14.87,13.75,16.75,15.25,15.87,14
Gorilla_gorilla_gorilla,B-1404,M,16.12,17.62,19,12.87,13.5,15.25,14.37,15.25,14.75
Gorilla_gorilla_gorilla,B-1196,M,16.75,16.62,18.37,14.25,,15.12,14,15.5,14.37
Gorilla_gorilla_gorilla,B-1182,M,17.12,19.62,19.5,14.62,14.62,16.62,17.37,17.25,16.25
Gorilla_gorilla_gorilla,B-1780,M,16.62,18.87,18.62,13.62,13.87,16.12,16,15.87,14.87
Gorilla_gorilla_gorilla,B-1408,M,15.62,18.5,20.62,,,15.12,,15.25,14.62
Gorilla_gorilla_gorilla,B-1410,M,17.5,19.87,18.87,15.75,15.62,18.25,17.5,16.12,14
Gorilla_gorilla_gorilla,B-1732,M,17.12,18.62,19.12,14.5,13.5,15.5,14.37,15.62,13.5
Gorilla_gorilla_gorilla,B-1729,M,14.87,16.12,,13.25,13.37,14.62,14.87,14.75,14.25
Gorilla_gorilla_gorilla,B-1754,M,15.62,17,16,13.75,13.62,15,14.87,14.87,13.37
Gorilla_gorilla_gorilla,B-1787,M,16.12,17.5,17,14.5,13.5,16.5,15,15.87,
Gorilla_gorilla_gorilla,B-1736,M,16,16.5,16.62,13.62,12.87,13.37,13.5,14.5,13.87
Gorilla_gorilla_gorilla,B-1746,M,16.25,18.37,17.87,13.62,13.12,14.75,14.5,15.25,12.37
Gorilla_gorilla_gorilla,B-1751,M,15.87,18.12,18.25,14.75,14.5,16.5,15.87,15.75,14.87
Gorilla_gorilla_gorilla,B-1709,M,16.5,18.62,17.87,15,13.5,17,15.75,15.12,13.87
Gorilla_gorilla_gorilla,B-1717,M,15.5,17.12,18.12,13.75,14,15.25,15.37,15.87,15.25
Gorilla_gorilla_gorilla,B-1416,M,16.25,17.62,,,,14.87,14.75,,14.25
Gorilla_gorilla_gorilla,B-1417,M,17,18.87,16.62,14.62,13.87,16.87,15.62,15.37,14.12
Gorilla_gorilla_gorilla,B-1181,M,16.12,17.5,,13.75,14,15,15.62,16.37,15.25
Gorilla_gorilla_gorilla,B-1784,M,15.87,18.25,15.87,,,15.62,14.5,,
Homo_sapiens,1287,F,11.87,11.37,11.75,10.25,11,10.5,10.5,10.12,10.12
Homo_sapiens,970,F,11.75,10.62,11.62,10.25,10.12,10.37,9.75,10.25,9.5
Homo_sapiens,1244,F,11.5,10.75,10.87,11.25,11.12,11,10.5,11.25,10.12
Homo_sapiens,921,F,11.37,11,11.37,9.75,10,10.25,10.25,10.12,10.12
Homo_sapiens,913,F,11.37,11.37,12.37,11.25,10.87,11.25,10.87,12.12,11.25
Homo_sapiens,815,F,10.5,9.87,9.25,9.25,9.12,9,8.87,8.37,8.12
Homo_sapiens,766,F,11,11.75,11.62,10.25,10.5,10.87,10.75,10.75,10.25
Homo_sapiens,657,F,11.37,11.62,10.12,10.37,10.5,10.62,10.5,9.5,8.87
Homo_sapiens,615,F,10.5,10.87,11.62,10.25,10.12,10.25,10.12,10.5,9.62
Homo_sapiens,562,F,11,11,11.75,10.25,10.12,10.62,9.5,11,9.87
Homo_sapiens,594,M,11.37,11.37,11.25,10.12,10.62,10.75,10.37,10.25,9.87
Homo_sapiens,1131,M,12.62,12,13.25,11.37,11.37,10.87,10.87,11.25,10.87
Homo_sapiens,981,M,12.37,12.12,12,11.12,11.5,10.37,10.87,10.5,10.5
Homo_sapiens,987,M,11.37,11.37,11.75,10.12,10.62,10.87,10.75,10.25,10.37
Homo_sapiens,915,M,12.25,12.25,11.5,10.12,10.37,10.62,10.75,10.87,10
Homo_sapiens,914,M,11.37,10.87,10.25,10.62,10.12,10.75,10,10.75,9
Homo_sapiens,836,M,12.12,12.25,12.87,11,11.5,11.5,11.5,11.87,10.25
Homo_sapiens,767,M,10.37,11.75,13.37,10.12,10.25,10.75,10.12,11.62,11
Homo_sapiens,565,M,11.5,11.62,12.12,10.62,10.75,10.5,10.25,11.62,10.75
Homo_sapiens,673,M,11.75,12.25,13.87,11.5,11.37,11.87,11.25,12.5,11.87
Hylobates_concolor,38115,?,6.87,7.5,7,5.37,,5.87,6.37,5.87,6.12
Hylobates_concolor,26.10.4.2,F,6.87,7.62,7.25,5.12,5.5,5.87,6.37,6,6.12
Hylobates_concolor,fieldnumbe,F,7.25,7.37,7,5.87,6,6,6.12,6.25,6
Hylobates_concolor,19621488,F,6.37,7.25,6.5,4.5,4.75,5.25,5.5,5.12,4.87
Hylobates_concolor,A618740,F,5.75,6.12,6.37,4.62,4.62,4.87,4.87,5.25,5
Hylobates_concolor,A618736,F,6.62,7.37,6.62,5.12,5.25,6.12,5.87,6,5.62
Hylobates_concolor,A618733,F,6.5,7.25,6.75,5.12,,5.87,5.87,6,5.75
Hylobates_concolor,46500,F,6.5,6.5,6.62,5.12,5.12,5.37,5.25,5.37,5.12
Hylobates_concolor,39151,F,6.62,6.87,7.12,,5.37,5.75,6.12,6.12,6
Hylobates_concolor,46504,F,6.25,6.75,6.62,4.75,4.87,5.37,5.25,5.5,5.25
Hylobates_concolor,46506,F,6.5,6.75,6.87,,,5.5,5.87,5.62,5.75
Hylobates_concolor,46495,F,6.37,6.87,6.12,5.25,5.37,5.75,5.75,5.62,4.75
Hylobates_concolor,46501,F,6.87,7.25,6.37,,5.62,5.87,6.25,5.87,5.62
Hylobates_concolor,38017,F,7.5,7.87,7.75,5.5,5.5,6.12,6.5,6.12,6.12
Hylobates_concolor,38016,F,7.37,7.37,,5.5,5.75,6.12,6.37,,
Hylobates_concolor,87253,F,6.63,7.25,,,,5.75,5.88,5.75,
Hylobates_concolor,27.12.1.1,M,6.37,7.25,6.75,5.12,5.5,6.12,6,6.12,5.62
Hylobates_concolor,26.10.4.1,M,6.87,7.12,7.37,4.87,5.12,5.25,5.37,5.62,5.75
