Species,number,sex,m1 md,m2 md,m3 md,m1 bl tri,m1 bl tal,m2 bl tri,m2 bl tal,m3 bl tri,m3 bl tal
Trachypithecus_cristata_pyrrhus,1944/3103,F,7,7.75,8.5,5.12,5.75,6,6.62,5.87,6.12
Trachypithecus_cristata_pyrrhus,1944/3093,F,6.87,7.25,9.12,5.25,5.25,6.12,6.25,6,5.87
Trachypithecus_cristata_pyrrhus,1944/3232,F,7,7.25,8.87,5.5,5.75,6.37,6.5,6,6
Trachypithecus_cristata_pyrrhus,1944/3164,F,6.25,6.87,8.37,5,5.25,6,6,5.62,5.75
Trachypithecus_cristata_pyrrhus,1944/3228,F,6.37,6.75,8,4.87,4.87,5.62,5.62,5.5,5.37
Trachypithecus_cristata_pyrrhus,1944/3223,F,6.75,7.37,8.25,5.37,5.37,6.12,6,,
Trachypithecus_cristata_pyrrhus,1944/3221,F,6.5,7,8.37,5.12,5.25,6,6,5.87,5.5
Trachypithecus_cristata_pyrrhus,1944/3098,F,7,7.5,9.25,5.5,5.87,6.5,6.87,6.37,6.25
Trachypithecus_cristata_pyrrhus,1944/3139,F,7.12,7.62,8.62,5.62,5.87,6.62,6.87,6.62,7
Trachypithecus_cristata_pyrrhus,1944/3151,F,6.62,6.87,7.87,5.37,5.37,5.87,5.87,5.75,5.37
Trachypithecus_cristata_pyrrhus,1911/2359,F,7,7.5,6.5,5.12,5.5,6.25,6.37,6.25,6
Trachypithecus_cristata_pyrrhus,1911/2362,F,7.12,7.37,9,5.5,5.87,6.25,6.5,6,6.12
Trachypithecus_cristata_pyrrhus,1911/2358,F,7,7.5,9.12,5.5,5.5,6.37,6.12,6.25,5.87
Trachypithecus_cristata_pyrrhus,1944/3175,F,6.75,7.25,8.62,5.25,5.62,6.25,6.37,6.12,6
Trachypithecus_cristata_pyrrhus,1944/3053,M,7.25,7.75,8.5,5.37,5.5,6.25,6.5,6,5.75
Trachypithecus_cristata_pyrrhus,1944/3056,M,7.25,8,9,5.62,5.5,6.5,6.37,6,5.87
Trachypithecus_cristata_pyrrhus,1944/3026,M,7.12,7.62,8.87,5.25,5.62,6.25,6.5,6.12,6
Trachypithecus_cristata_pyrrhus,1944/3013,M,6.87,7.12,8.62,5.25,5.5,6,6,6.12,5.75
Trachypithecus_cristata_pyrrhus,1944/3088,M,7,8.12,9.25,5,5.25,6.12,6,6.12,6.12
Trachypithecus_cristata_pyrrhus,1944/3144,M,7.12,7.75,8.37,5.12,5.5,6.5,6.5,6.37,6.12
Trachypithecus_cristata_pyrrhus,1944/3135,M,6.87,7.5,8.5,5.25,5.37,6,6.25,5.5,5.5
Trachypithecus_cristata_pyrrhus,1944/3107,M,7.37,6.62,9.25,5.12,5.37,6.25,6.37,6.12,6
Trachypithecus_cristata_pyrrhus,1944/3157,M,6.75,7.62,9,5.37,5.5,6.37,6.37,5.62,5.87
Trachypithecus_cristata_pyrrhus,1944/3158,M,6.75,7.25,9.37,5.37,5.5,6.37,6.5,6.12,6.12
Trachypithecus_cristata_pyrrhus,1944/3163,M,7,7.62,9.37,5.5,5.75,6.37,6.62,6.37,6.5
Trachypithecus_cristata_pyrrhus,1944/3162,M,7,7.5,9.12,5.25,5.37,6.37,6.25,6.25,5.87
Trachypithecus_cristata_pyrrhus,1944/3234,M,7,7.37,9,5.5,5.37,6.25,6,6.37,5.87
Trachypithecus_cristata_pyrrhus,1944/3145,M,6.87,7.5,8.87,5.37,5.62,6.5,6.37,6,5.87
Trachypithecus_cristata_pyrrhus,1944/3091,M,6.75,7.62,7.12,5.37,5.5,6.37,6.12,5.5,5.25
Trachypithecus_cristata_pyrrhus,1944/3122,M,7.25,7.87,9.62,5.5,5.62,6.37,6.5,6.25,6.12
Trachypithecus_cristata_pyrrhus,1944/3025,M,6.75,7.62,8.12,5,5.25,5.62,6,5.37,5.25
Trachypithecus_cristata_pyrrhus,1944/3102,M,7.12,8,9,5.25,5.62,6.62,6.75,6.25,6.75
Trachypithecus_cristata_pyrrhus,1944/3110,M,7,8,9.12,5.12,5.25,6.37,6.5,6,6
Trachypithecus_cristata_pyrrhus,1944/3130,M,7.37,7.87,9.5,5.37,5.62,6.25,6.25,6.25,5.75
Semnopithecus_entellus_achates,14.11.18.9,F,7.38,7.88,9.75,5.63,6.13,6.5,7,6.88,7.13
Semnopithecus_entellus_achates,14.11.18.5,F,7.5,7.63,10.13,5.38,5.88,6.5,6.63,6.75,6.5
Semnopithecus_entellus_achates,14.11.18.3,F,7.13,7.5,9.13,5.5,5.63,6.38,6.38,6.38,6
Semnopithecus_entellus_achates,12.2.8.2,F,7.38,8,10.5,6,6.38,7.13,7.38,7,6.88
Semnopithecus_entellus_achates,14.11.18.1,M,7.63,8.13,8.75,5.5,5.88,6.5,6.75,6.75,6.63
Semnopithecus_entellus_achates,14.11.18.4,M,7.38,8,10.13,,5.88,6.75,6.88,7.25,6.88
Semnopithecus_entellus_achates,14.11.18.1,M,7,7.13,8.38,5.13,5.5,6,6.13,6,6.13
Semnopithecus_entellus_achates,13.7.5.4,M,7.75,8.25,10.25,6.13,6.38,7.25,7.38,7.5,7.25
Semnopithecus_entellus_achates,14.11.18.8,M,8.38,9.25,11.38,6.25,6.63,7.5,7.63,7.5,7.63
Semnopithecus_entellus_achates,12.2.8.1,M,7.38,7.75,9.13,5.25,5.63,6.25,6.38,6.38,6.25
Semnopithecus_entellus_achates,14.11.18.2,M,7.75,8.13,9.5,6,6,7.13,7.13,6.88,6.5
Semnopithecus_entellus_aeneus,14.11.18.2,F,7.38,8.25,9.88,6.25,6.63,7.13,7.38,6.63,6.5
Semnopithecus_entellus_aeneus,14.11.18.2,M,6.88,7.5,9,5.25,5.38,6.38,6.13,6.38,6
Semnopithecus_entellus_ajax,1906/16,F,8.62,9.25,11.25,6.75,7.12,7.87,8.25,7.87,7.75
Semnopithecus_entellus_ajax,A70.16,F,9.12,9.5,12.37,6.37,6.5,7.25,6.37,7.62,7.5
Semnopithecus_entellus_ajax,33.12.1.1,F,9,10.5,12.38,6.88,7.25,8.5,8.75,8.13,7.75
Semnopithecus_entellus_ajax,23.9.1.119,F,8.88,10,12.63,7,7.25,,,8.5,8.25
Semnopithecus_entellus_ajax,1979.976,F,9,10,11.88,6.75,6.75,8.13,8.13,8,7.5
Semnopithecus_entellus_ajax,28.7.11.3,F,9,9.38,12.25,7,7,8.13,8.38,8,7.75
Semnopithecus_entellus_ajax,1906/20,M,8.62,9.75,12.5,6.75,6.87,7.37,7.5,7.62,7.37
Semnopithecus_entellus_ajax,A70.172,M,9.87,10.37,13.12,7.25,7.5,8.37,8.62,8.25,7.87
Semnopithecus_entellus_ajax,28.7.11.1,M,9,10,13.5,7.13,7.25,8.63,8.5,8.63,8.38
Semnopithecus_entellus_ajax,23.9.1.1,M,9,9.5,12.38,7.13,7.63,8.25,8.75,8.38,8.13
Semnopithecus_entellus_ajax,23.9.1.2,M,9.13,10.13,12.75,7.25,7.63,8.88,9.13,8.63,8.25
Semnopithecus_entellus_ajax,79.11.21.2,M,8.88,10.25,13.5,6.63,6.88,8.5,8.38,8.63,8.13
Semnopithecus_entellus_ajax,10.1.18.65,M,8.88,10,11.88,7.25,7.5,8.13,8.13,8.5,7.88
Semnopithecus_entellus_anchises,1906/15,F,7.25,7.5,9.5,5.37,5.62,6.62,6.37,6.62,6.25
Semnopithecus_entellus_anchises,1906/14,F,7.37,7.87,9.75,5.62,5.87,6.87,6.75,7.12,6.5
Semnopithecus_entellus_anchises,33.7.29.4,F,7.5,8.38,10.63,6.38,6.5,7.38,7.5,,7.13
Semnopithecus_entellus_anchises,33.7.29.2,F,8,8.75,10.75,5.75,6.25,6.75,7.25,6.63,6.88
Semnopithecus_entellus_elissa,A70.19,F,7.62,8.25,10.25,5.75,6.12,6.62,7.12,7,6.75
Semnopithecus_entellus_elissa,14.11.18.1,F,7.5,8.13,9.5,5.75,5.88,6.75,6.5,6.75,6
Semnopithecus_entellus_elissa,14.11.18.1,F,7.88,8.25,10.25,5.88,6,6.75,6.88,7,6.75
Semnopithecus_entellus_entellus,82811,F,,,,,,,,,
Semnopithecus_entellus_entellus,29792,F,7.38,7.75,10.13,5.75,6.63,6.88,7,7,7
Semnopithecus_entellus_entellus,14.11.18.2,F,7.25,8,9.75,5.25,,6.38,7,6.88,7.13
Semnopithecus_entellus_entellus,14.11.18.2,F,7.5,8,9.63,5.75,6.5,6.75,7.25,7.13,6.88
Semnopithecus_entellus_entellus,15.4.3.4,F,7.88,8.75,10.63,6.38,6.5,7.5,7.5,7.38,7.13
Semnopithecus_entellus_entellus,14.11.18.1,F,7.75,8.13,10,6,6.63,6.88,7.13,6.88,7.13
Semnopithecus_entellus_entellus,14.11.18.1,F,8.38,8.75,11.25,6,6.5,7.13,7.25,7.13,7.25
Semnopithecus_entellus_entellus,12.2.7.1,F,8.38,9,11.13,,7.13,,7.63,7.25,7.25
Semnopithecus_entellus_entellus,1906/13,M,7.37,7.75,9.25,5.75,6,6.62,6.75,6.37,
Semnopithecus_entellus_entellus,29793,M,8.75,9.13,11.13,6.38,6.38,7.5,7.5,7.25,7.38
Semnopithecus_entellus_entellus,29791,M,7.63,8.75,10.88,5.63,6.13,6.75,7.13,7,7.13
Semnopithecus_entellus_entellus,82810,M,8.13,8.88,10.38,6.25,6.63,7.25,7.5,7.13,7
Semnopithecus_entellus_entellus,56.5.6.10,M,8.38,9.13,11.88,6.63,7.13,7.5,7.75,7.5,7.63
Semnopithecus_entellus_entellus,56.5.6.11,M,8.25,8.88,11.5,6.63,7,7.88,8.25,7.63,7.38
Semnopithecus_entellus_entellus,15.4.3.3,M,8,9,,5.88,6.38,6.75,7.25,,
Semnopithecus_entellus_entellus,14.11.18.1,M,7.88,8.63,10.63,6.13,6.63,7.13,7.13,7,7.25
Semnopithecus_entellus_hector,14.7.10.11,F,9.13,10.5,12.63,6.75,7.13,8.13,8,8,7.88
Semnopithecus_entellus_hector,14.7.10.13,F,9,9.88,13.25,7,7.25,8.38,8.63,8.25,8.13
Semnopithecus_entellus_hector,22.5.16.1,F,7.75,8.63,10.5,6.25,,,,,
Semnopithecus_entellus_hector,14.7.10.10,M,9.25,9.5,12.75,6.5,6.63,7.63,7.88,8,7.5
Semnopithecus_entellus_hector,26.10.8.6,M,8.88,9.88,11.88,7,7.25,8.25,8.25,,7.75
Semnopithecus_entellus_hector,26.10.8.5,M,8.63,9.63,13,6.88,7,7.75,8,8.25,8
Semnopithecus_entellus_hector,26.10.8.4,M,9.13,9.5,13,6.75,7,8.13,8.13,8.25,7.88
Semnopithecus_entellus_hector,26.10.8.3,M,8.5,9.88,,7.25,7.13,8.25,8.13,,7.88
Semnopithecus_entellus_hector,14.7.10.14,M,9.13,9.75,12.63,6.63,6.75,8,8.25,8.13,7.88
Semnopithecus_entellus_hector,14.7.10.12,M,9.25,9.5,12.38,6.75,6.75,8,8.13,8,7.63
Semnopithecus_entellus_iulus,14.11.18.7,F,7.25,7.5,9.38,5.63,5.88,6.5,6.75,6.38,6.25
Semnopithecus_entellus_iulus,37.5.26.6,F,6.88,7.63,9,5.38,5.38,6.13,6.13,6.13,6.13
Semnopithecus_entellus_iulus,14.11.18.6,M,6.63,7.5,8.75,5.25,5.63,6.25,6.5,6.25,6.13
Semnopithecus_entellus lianna,9.7.16.1,F,8,9.25,,6.63,6.88,7.38,7.75,7.5,7.25
Semnopithecus_entellus_priam,1076d,F,7,7.12,8.37,5.25,5.5,6,6,5.87,5.5
Semnopithecus_entellus_priam,33.7.29.13,F,7.63,8.63,10.13,6,6.38,7.13,7,6.63,6.38
Semnopithecus_entellus_priam,2409,M,7.5,7.5,9.25,5.75,6.12,6.25,6.5,6.37,6.5
Semnopithecus_entellus_priam,2413,M,7,7.37,8.87,5.5,5.75,6.25,6.75,6.37,6.37
Semnopithecus_entellus_priam,461a,M,7.12,7.5,8.75,5.37,5.62,6.25,6.12,6.37,6
Semnopithecus_entellus_priam,A614002,M,7.12,7.62,9.5,5.37,5.62,6.5,6.62,6.75,6.5
Semnopithecus_entellus_priam,32.4.14.3,M,7.5,8.13,10.38,6.38,,,,,6.88
Semnopithecus_entellus_priam,30.5.24.7,M,8.13,8.63,10.63,6.63,7.25,7.38,7.63,7.25,7.38
Semnopithecus_entellus_priam,88.2.5.15,M,8,8.75,10.38,6.25,6.5,7.13,7.38,7.13,7.25
Semnopithecus_entellus_primellus,21.11.5.7,M,7.38,7.88,10.13,5.13,5.5,6.63,6.63,6.75,6.88
Semnopithecus_entellus_schistecea,28.7.11.7,F,8.25,9.5,10.88,6.75,6.88,7.88,7.88,7.88,7.5
Semnopithecus_entellus_schistecea,3a,M,9,10,13.12,7.12,6.87,8.25,8.12,,7.87
Semnopithecus_entellus_schistecea,26.12.3.1,M,8.38,9.5,,6.63,,,,7.75,
Semnopithecus_entellus_schistecea,53.8.16.1,M,9.13,10,12.38,7,7,6.75,8.38,7.88,7.88
Semnopitheecus_entellus_thersites,95036,?,7.38,7.38,9.75,5.63,5.88,6.63,6.5,6.5,6.25
Semnopitheecus_entellus_thersites,1905/1055,F,6.87,7.25,8.62,5.12,5.37,6,6.12,5.87,5.75
Semnopitheecus_entellus_thersites,1905/1056,F,7.37,7.75,9.37,5.37,5.62,6.25,6.5,6.25,6.12
Semnopitheecus_entellus_thersites,34794,F,6.5,7.37,8.87,5.12,5.37,6,6.25,6.12,5.87
Semnopitheecus_entellus_thersites,34793,F,7.37,7.62,8.37,5.25,5.62,6.25,6.5,6.12,5.87
Semnopitheecus_entellus_thersites,92863,F,6.75,7.25,9.25,5.38,5.75,,6.38,6.38,6.13
Semnopitheecus_entellus_thersites,92868,F,6.75,7.13,9.13,5.13,5.5,6.13,6.13,6,6.13
Semnopitheecus_entellus_thersites,92865,F,6.63,7.25,9,,5.88,5.75,6.13,6,6.25
Semnopitheecus_entellus_thersites,92867,F,7.25,7.38,9.13,5.25,5.63,6,6.13,6,6
Semnopitheecus_entellus_thersites,92864,F,6.5,7,8.63,5.25,5.38,6.13,6,6,5.5
Semnopitheecus_entellus_thersites,15.3.1.10,F,7,7.5,8.88,5.13,5.5,5.75,6.38,6.13,6.13
Semnopitheecus_entellus_thersites,15.3.1.9,F,7.25,7.75,9.25,5.63,5.75,6.63,6.38,6.13,5.5
Semnopitheecus_entellus_thersites,30.11.1.5,F,7.25,7.75,9.38,5.25,5.75,6.38,6.63,6.75,6.25
Semnopitheecus_entellus_thersites,30.11.1.9,F,6.88,7.5,8.63,5.5,5.88,6.38,6.5,6.25,5.63
Semnopitheecus_entellus_thersites,28.7.18.1,F,6.5,6.75,7.88,5,5.25,6,5.63,5.88,5.38
Semnopitheecus_entellus_thersites,1979.694,F,7,7.25,9.38,5.38,5.75,6.13,6.5,6,6.25
Semnopitheecus_entellus_thersites,35.3.30.3,F,6.75,7.25,8.63,5.25,5.25,6.13,6,5.88,5.38
Semnopitheecus_entellus_thersites,30.11.1.8,F,6.88,7.38,9.13,5.63,5.75,6.38,6,7.25,6.13
Semnopitheecus_entellus_thersites,1905/1058,M,7,7.87,9,5.37,5.12,5.87,6.12,6.37,5.75
Semnopitheecus_entellus_thersites,1911/2161,M,7.37,8,9.37,5.62,5.87,6.5,6.62,6.5,6.5
Semnopitheecus_entellus_thersites,82812,M,7.38,7.5,8.88,5.5,5.75,6.38,6.5,6.5,6.13
Semnopitheecus_entellus_thersites,30.11.1.2,M,6.88,7.38,9.13,4.88,5.25,5.63,6.13,5.88,5.75
Semnopitheecus_entellus_thersites,30.11.1.1,M,7.63,7.75,9.38,5.5,5.75,6.5,6.63,6.88,6.38
Semnopitheecus_entellus_thersites,15.3.1.12,M,6.88,7.38,9,5.88,5.75,6.38,6.25,6.25,6.25
Semnopitheecus_entellus_thersites,15.3.1.8,M,7.5,8,9.88,5.75,6.38,6.88,7,7,6.88
Semnopitheecus_entellus_thersites,1979.98,M,7,7.5,9.75,5.25,5.25,6.13,6.13,6.25,6
Semnopitheecus_entellus_thersites,30.11.1.4,M,7.13,7.63,9.25,5.5,5.63,6.38,6.25,6.38,6.13
Semnopitheecus_entellus_thersites,30.11.1.7,M,6.63,7,8.75,5,5.5,5.63,5.88,5.75,5.88
Semnopitheecus_entellus_thersites,79.9.5.4,M,7.38,8,10,5.75,6.13,6.88,7,7.13,6.75
Semnopitheecus_entellus_thersites,15.3.1.13,M,7.38,7.5,9.13,5.75,5.75,6.38,6,6.5,6.13
Semnopitheecus_entellus_thersites,23.1.20.1,M,7.5,7.88,10.38,5.75,6,6.63,7,6.75,7.13
Semnopitheecus_entellus_thersites,10.10.13.1,M,7.38,8.13,9.75,5.75,6.13,6.63,7.13,6.88,6.88
Trachypithecus_francoisi,33.4.1.11,F,6.37,6.75,8.37,5,5.5,5.87,6,5.75,5.5
Trachypithecus_francoisi,28.7.1.8,F,6.75,6.5,8.25,5.12,5.37,5.5,5.62,5.87,5.37
Trachypithecus_francoisi,27.12.1.17,F,6.37,6.75,7.87,4.75,5.12,5.25,5.25,5.37,5.25
Trachypithecus_francoisi,39156,F,6.75,7,9,5.12,5.25,5.87,5.62,5.62,5.37
Trachypithecus_francoisi,39159,F,6.87,7.37,7.87,5.25,5.75,6.37,6.25,5.5,5.37
Trachypithecus_francoisi,20.12.10.1,M,6.37,6.75,8.37,4.87,5.25,5.5,5.5,5.62,5.5
Trachypithecus_francoisi,32.4.19.2,M,6.75,6.87,8.75,5.25,5.87,6,6.37,6,
Trachypithecus_francoisi,27.12.1.16,M,6.5,6.62,8.25,5.12,5.37,5.5,5.5,5.62,5.25
Trachypithecus_francoisi,39155,M,6.37,6.62,8.25,4.87,5.37,,5.75,5.62,5.25
Presbytis_frontata,43350,F,6,6.5,6.75,5.25,5.5,5.75,5.88,5.88,5.63
Presbytis_frontata,43349,F,5.88,6.13,,5.25,5.25,5.75,,,
Kasi_Johni,45.9.20.4,F,6.5,6.75,8.37,4.75,5,5.25,5.37,5.37,5.25
Kasi_Johni,1925-5,F,5.12,6.75,7.5,4.75,5.12,5.62,6.12,6.62,6.25
Kasi_Johni,A70.371,F,5.12,7,7.5,4.62,5.5,5.5,6.12,6.37,6
Kasi_Johni,21.11.5.4,M,9.75,5.37,6.87,4.37,4.5,5.12,5.37,6.12,6.12
Kasi_Johni,79.11.21.5,M,5.75,7.5,7.75,4.5,5.37,5.75,6.25,6.37,6.37
Kasi_Johni,21.11.5.5,M,5,7,7.25,4.5,5.25,5.25,6,6.37,5.75
Presbytis_melalophos_chrysomelas,6b,F,5.87,5.5,6,4.5,4.87,4.5,4.75,4.62,4.5
Presbytis_melalophos_chrysomelas,237,F,5.37,5.5,5.5,4.5,4.75,5.25,5.12,4.87,4.25
Presbytis_melalophos_chrysomelas,a5,F,5.75,5.75,5.37,4.62,4.75,5.12,5.12,4.75,4.12
Presbytis_melalophos_chrysomelas,89.1.8.2,F,6,6.25,6.12,4.62,4.87,5.12,5.25,5.12,4.75
Presbytis_melalophos_chrysomelas,nonumber2,F,6.75,5.75,6.25,4.75,4.75,5,5,5,4.75
Presbytis_melalophos_chrysomelas,56.213,F,5.87,6,5.5,4.75,5,5.25,5.37,4.75,4.25
Presbytis_melalophos_chrysomelas,95.5.7.2,F,5.62,5.5,5.87,4.75,5,4.87,5.12,5,4.62
Presbytis_melalophos_chrysomelas,95.5.7.1,F,5.5,5.75,5.75,4.5,4.62,4.75,4.87,4.62,4.25
Presbytis_melalophos_chrysomelas,20.12.4.2,F,5.62,6,6.12,4.87,5.12,5.37,5.37,5.12,4.5
Presbytis_melalophos_chrysomelas,55.722,F,5.75,6,5.87,4.87,4.75,5.25,5,5,4.12
Presbytis_melalophos_chrysomelas,5.3.1.1,F,5.75,6,6.25,5,4.87,5.5,5.25,5.12,4.62
Presbytis_melalophos_chrysomelas,55.721,F,6,6.25,6.5,4.75,5.12,5.25,5.5,5.25,5
Presbytis_melalophos_chrysomelas,1909/717,F,5.75,5.75,5.5,5.12,5.62,5.5,5.75,5.12,4.75
Presbytis_melalophos_chrysomelas,1909/778,F,5.62,5.62,5.5,4.62,4.87,5,5,4.75,4.37
Presbytis_melalophos_chrysomelas,1907/657,F,5.87,5.75,6.12,4.75,5.12,5,5.37,4.87,4.62
Presbytis_melalophos_chrysomelas,17a,M,5.37,5.5,5.75,4.12,4.5,4.62,4.87,4.5,4.37
Presbytis_melalophos_chrysomelas,103,M,5.5,5.87,6.12,4.75,5.25,5,5.37,5,4.62
Presbytis_melalophos_chrysomelas,nonumber,M,5.62,5.62,5.62,4.37,4.5,4.75,4.62,4.62,3.87
Presbytis_melalophos_chrysomelas,08.7.17.4,M,5.75,5.87,5.75,5,5,5.12,5.25,5,4.62
Presbytis_melalophos_chrysomelas,93.1.30.1,M,5.62,5.62,5.75,4.5,4.62,5,5,5,4.75
Presbytis_melalophos_chrysomelas,94.2.1.1,M,5.5,5.5,5.75,4.62,4.87,4.75,5,4.75,4.25
Presbytis_melalophos_chrysomelas,05.3.1.2,M,5.87,6.12,6.37,4.87,5,5.25,5.37,5.25,5
Presbytis_melalophos_chrysomelas,20.12.4.1,M,5.5,5.75,5.87,4.5,4.87,5,5,4.75,4.25
Presbytis_melalophos_chrysomelas,55.719,M,5,5.12,5.62,4.37,4.5,4.62,4.75,4.5,4.25
Presbytis_melalophos_chrysomelas,55.72,M,5.75,6,5.75,4.75,4.87,5,5.12,4.75,4.37
Presbytis_melalophos_chrysomelas,00.3.30.2,M,6,6.12,6.12,5,5,5.37,5.37,5.12,4.75
Presbytis_melalophos_chrysomelas,1909/900,M,5.62,5.37,5.37,4.62,4.75,4.87,4.75,4.75,4.25
Presbytis_melalophos_chrysomelas,1907/656,M,5.62,5.87,5.75,4.62,4.87,5,5.12,5,4.62
Presbytis_melalophos_chrysomelas,1909/777,M,5.37,5.37,5.25,4.37,4.75,4.5,4.5,4.5,4
Presbytis_melalophos_chrysomelas,1910/1500,M,5.75,5.87,6,4.5,4.75,5,4.87,4.75,4.37
Presbytis_melalophos_chrysomelas,2232,M,5.62,5.5,5.87,4.62,4.87,4.5,4.75,4.62,4.12
Trachypithecus_obscura_obscura,55.1541,F,5.75,6.25,7.25,4.38,4.38,5.13,5.13,5.25,4.63
Trachypithecus_obscura_obscura,71.736,F,6.38,6.75,7.88,4.63,4.88,5.38,5.25,5.13,5
Trachypithecus_obscura_obscura,71.731,F,6.25,6.88,8.25,4.88,5.13,5.88,5.88,6.13,5.63
Trachypithecus_obscura_obscura,71.724,F,5.5,6,7,4.38,4.5,5,5,5,4.5
Trachypithecus_obscura_obscura,71.723,F,6.5,7,8.25,4.75,4.63,5.5,5.5,5.38,5.25
Trachypithecus_obscura_obscura,71.721,F,6.25,6.5,7.5,4.63,4.38,5.13,5,5,4.38
Trachypithecus_obscura_obscura,71.72,F,6,6.88,7.63,4.75,4.75,5.5,5.25,5.5,5
Trachypithecus_obscura_obscura,71.719,F,6.13,6.5,7.75,4.5,4.75,5.19,5.25,4.88,4.75
Trachypithecus_obscura_obscura,71.692,F,6.13,6.63,7.5,4.63,4.75,5.38,5.25,5,4.5
Trachypithecus_obscura_obscura,71.691,F,6.13,6.25,7.75,,4.88,5.75,5.5,5.38,4.88
Trachypithecus_obscura_obscura,71.69,F,6.13,6.38,7.38,4.5,4.75,5.38,5.25,5,4.63
Trachypithecus_obscura_obscura,71.693,F,5.75,6,7.13,4.38,4.75,5.38,5.25,5.25,5.13
Trachypithecus_obscura_obscura,71.707,F,6.5,6.88,8,5.13,5.25,5.88,5.88,5.63,5
Trachypithecus_obscura_obscura,71.697,F,6.5,6.88,8.13,,5.13,5.88,5.88,5.63,5.25
Trachypithecus_obscura_obscura,71.696,F,6.13,6.25,7.75,4.5,4.75,5.63,5.5,5.25,4.88
Trachypithecus_obscura_obscura,71.706,F,6.38,6.75,7.75,4.75,5,5.5,5.75,5.5,5.25
Trachypithecus_obscura_obscura,71.705,F,6.38,6.88,7.38,4.75,4.75,5.63,5.25,5.38,5
Trachypithecus_obscura_obscura,71.703,F,6.5,7.13,8.13,4.88,5,,5.88,5.5,5.38
Trachypithecus_obscura_obscura,71.711,F,6,6.13,6.63,4.5,4.5,5.13,4.88,4.75,4.5
Trachypithecus_obscura_obscura,71.71,F,5.75,6.13,7.75,4.25,4.5,5.13,5.13,5,4.75
Trachypithecus_obscura_obscura,71.708,F,6.13,6.38,8.25,4.75,5,5.5,5.5,5.5,5.13
Trachypithecus_obscura_obscura,71.742,F,6.38,6.63,7.75,4.88,5,5.38,5.5,5.5,4.88
Trachypithecus_obscura_obscura,71.741,F,6.63,7.13,7.88,5,5.13,5.75,5.75,5.69,5.38
Trachypithecus_obscura_obscura,71.74,F,6.5,6.88,8.38,4.75,5.13,5.63,5.75,5.5,5.5
Trachypithecus_obscura_obscura,71.739,F,6.5,6.63,7.88,4.88,5.25,5.63,5.75,5.5,5.25
Trachypithecus_obscura_obscura,71.712,F,6.13,6.75,8,4.38,4.75,5.13,5.5,5,5
Trachypithecus_obscura_obscura,1908.7,F,6.25,6.75,8,,,,,5.88,
Trachypithecus_obscura_obscura,55.154,M,6.63,6.88,7.5,5,5,5.63,5.75,5.38,5
Trachypithecus_obscura_obscura,71.718,M,6.75,7,7.63,4.88,5,5.25,5.38,5.5,4.88
Trachypithecus_obscura_obscura,71.733,M,6.75,7.13,8.13,4.88,5.13,5.75,5.75,5.75,5.38
Trachypithecus_obscura_obscura,71.735,M,6.5,6.63,7.63,4.75,5,5.63,5.75,5.13,4.88
Trachypithecus_obscura_obscura,71.734,M,6.38,7,8.13,4.75,5.13,5.38,5.75,,5.13
Trachypithecus_obscura_obscura,71.729,M,6.25,6.63,7.5,4.5,4.88,5.38,5.5,5.25,5
Trachypithecus_obscura_obscura,71.728,M,6.13,6.75,7.75,4.5,4.75,5.75,5.63,,4.75
Trachypithecus_obscura_obscura,71.732,M,5.75,6.25,6.75,4.63,4.63,5.25,5.25,4.75,4.56
Trachypithecus_obscura_obscura,71.722,M,6.63,6.88,7.88,4.75,5,5.5,5.5,5.25,5
Trachypithecus_obscura_obscura,71.704,M,6.5,6.88,7.75,4.88,5.13,5.5,5.63,5.38,5.13
Trachypithecus_obscura_obscura,71.702,M,6.25,6.63,7.75,4.25,4.63,5.38,5.25,5.25,5
Trachypithecus_obscura_obscura,71.701,M,6.25,6.75,8.13,4.88,5,5.5,5.63,5.13,5.25
Trachypithecus_obscura_obscura,71.7,M,6.13,6.75,7.63,4.5,4.88,5.63,5.75,5.38,5.25
Trachypithecus_obscura_obscura,71.709,M,6.63,6.75,7.5,4.88,4.88,5.38,5.5,5.25,4.75
Trachypithecus_obscura_obscura,71.698,M,6.25,6.63,7.75,4.5,4.88,5.5,5.63,5.25,5.25
Trachypithecus_obscura_obscura,55.1535,M,6,6.63,7.75,4.63,4.88,5.5,5.63,5.5,5
Trachypithecus_obscura_obscura,55.1534,M,6.38,6.75,8.13,4.75,4.88,5.38,5.5,5.38,5.13
Trachypithecus_obscura_obscura,55.1533,M,6.75,7.38,8.88,4.88,5.13,5.88,6.63,6,5.75
Trachypithecus_pilatus_shortridgei,50.37,F,6.25,6.5,8.25,5.25,5.25,6,5.75,6,5.5
Trachypithecus_pilatus_shortridgei,50.371,F,6.87,7.12,8.37,5.62,5.75,6.5,6.12,6.12,5.87
Trachypithecus_pilatus_shortridgei,50.366,F,6.87,7,8.37,5.75,5.87,6.5,6.25,6.12,5.87
Trachypithecus_pilatus_shortridgei,79.163,F,6.75,7,7.62,5.5,5.62,6.12,6.12,6,5.75
Trachypithecus_pilatus_shortridgei,15.5.5.11,F,6.87,7.37,8.5,5.62,5.75,6.62,6.62,6.12,6.12
Trachypithecus_pilatus_shortridgei,37.12.3.69,F,6.25,6.87,8.25,5.62,5.62,6.5,6.25,,5.87
